X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.200000e-05,4.000000e-09
0,-8.00e-03,3.10e+01,-5.60e-02,-6.00e+00,
1,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
2,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
3,8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
4,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
5,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
6,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
7,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
8,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
9,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
10,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
11,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
12,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
13,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
14,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
15,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
16,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
17,-8.00e-03,3.10e+01,-5.60e-02,-6.00e+00,
18,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
19,8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
20,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
21,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
22,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
23,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
24,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
25,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
26,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
27,8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
28,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
29,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
30,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
31,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
32,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
33,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
34,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
35,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
36,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
37,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
38,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
39,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
40,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
41,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
42,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
43,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
44,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
45,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
46,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
47,-8.00e-03,3.10e+01,-4.00e-02,-6.00e+00,
48,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
49,-8.00e-03,3.10e+01,-3.20e-02,-6.00e+00,
