X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.200000e-05,4.000000e-09
0,-4.00e-03,2.33e+01,-1.60e-02,-3.60e+00,
1,-4.00e-03,2.33e+01,-1.60e-02,-3.60e+00,
2,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
3,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
4,-4.00e-03,2.29e+01,-1.60e-02,-3.60e+00,
5,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
6,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
7,-4.00e-03,2.33e+01,-1.60e-02,-3.60e+00,
8,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
9,-8.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
10,-4.00e-03,2.29e+01,-1.60e-02,-3.60e+00,
11,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
12,-4.00e-03,2.29e+01,-8.00e-03,-3.60e+00,
13,-4.00e-03,2.33e+01,-1.60e-02,-3.60e+00,
14,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
15,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
16,-4.00e-03,2.29e+01,-1.60e-02,-3.60e+00,
17,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
18,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
19,-4.00e-03,2.33e+01,-1.60e-02,-3.60e+00,
20,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
21,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
22,-8.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
23,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
24,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
25,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
26,-4.00e-03,2.29e+01,-1.60e-02,-3.60e+00,
27,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
28,-4.00e-03,2.29e+01,-8.00e-03,-3.60e+00,
29,-4.00e-03,2.33e+01,-1.60e-02,-3.60e+00,
30,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
31,-8.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
32,-4.00e-03,2.33e+01,-1.60e-02,-3.60e+00,
33,-8.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
34,-8.00e-03,2.29e+01,-8.00e-03,-3.60e+00,
35,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
36,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
37,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
38,-8.00e-03,2.29e+01,-8.00e-03,-3.60e+00,
39,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
40,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
41,-8.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
42,-4.00e-03,2.29e+01,-1.60e-02,-3.60e+00,
43,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
44,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
45,-4.00e-03,2.29e+01,-8.00e-03,-3.60e+00,
46,-4.00e-03,2.29e+01,-1.60e-02,-3.60e+00,
47,-4.00e-03,2.33e+01,-8.00e-03,-3.60e+00,
48,-4.00e-03,2.29e+01,-8.00e-03,-3.60e+00,
