X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-3.000000e-05,4.000000e-09
0,2.18e+01,-8.00e-02,9.60e-02,
1,2.18e+01,-8.00e-02,9.60e-02,
2,2.18e+01,-8.00e-02,9.60e-02,
3,2.18e+01,-8.00e-02,9.60e-02,
4,2.18e+01,-8.00e-02,9.60e-02,
5,2.18e+01,-8.00e-02,9.60e-02,
6,2.18e+01,-8.00e-02,1.04e-01,
7,2.18e+01,-8.00e-02,9.60e-02,
8,2.18e+01,-8.00e-02,9.60e-02,
9,2.18e+01,-8.00e-02,9.60e-02,
10,2.18e+01,-8.00e-02,9.60e-02,
11,2.18e+01,-8.00e-02,9.60e-02,
12,2.18e+01,-8.00e-02,9.60e-02,
13,2.18e+01,-8.00e-02,9.60e-02,
14,2.18e+01,-8.00e-02,9.60e-02,
15,2.18e+01,-8.00e-02,9.60e-02,
16,2.18e+01,-8.00e-02,9.60e-02,
17,2.18e+01,-8.00e-02,9.60e-02,
18,2.18e+01,-8.00e-02,1.04e-01,
19,2.18e+01,-8.00e-02,9.60e-02,
20,2.18e+01,-8.00e-02,9.60e-02,
21,2.18e+01,-8.00e-02,1.04e-01,
22,2.18e+01,-8.00e-02,9.60e-02,
23,2.18e+01,-8.00e-02,9.60e-02,
24,2.18e+01,-8.00e-02,9.60e-02,
25,2.18e+01,-8.00e-02,9.60e-02,
26,2.18e+01,-8.00e-02,9.60e-02,
27,2.18e+01,-8.00e-02,9.60e-02,
28,2.18e+01,-8.00e-02,9.60e-02,
29,2.18e+01,-8.00e-02,9.60e-02,
30,2.18e+01,-8.00e-02,9.60e-02,
31,2.18e+01,-8.00e-02,9.60e-02,
32,2.18e+01,-8.00e-02,9.60e-02,
33,2.18e+01,-8.00e-02,9.60e-02,
34,2.18e+01,-8.00e-02,9.60e-02,
35,2.18e+01,-8.00e-02,9.60e-02,
36,2.18e+01,-8.00e-02,8.00e-02,
37,2.18e+01,-8.00e-02,9.60e-02,
38,2.18e+01,-8.00e-02,9.60e-02,
39,2.18e+01,-8.00e-02,8.00e-02,
40,2.18e+01,-8.00e-02,1.04e-01,
41,2.18e+01,-8.00e-02,9.60e-02,
42,2.18e+01,-8.00e-02,8.00e-02,
43,2.18e+01,-8.00e-02,1.04e-01,
44,2.18e+01,-8.00e-02,8.00e-02,
45,2.18e+01,-8.00e-02,9.60e-02,
46,2.18e+01,-8.00e-02,9.60e-02,
47,2.18e+01,-8.00e-02,9.60e-02,
