#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE56F
#Date Time: 2024-04-23 13:27:14.066
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 9.7 V Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.002580256451612903,0.4087851141192731,-9.296322834420781
-0.002579626451612904,0.4087851141192731,-9.258891661132303
-0.002578996451612903,0.4087851141192731,-9.195258666541841
-0.002578366451612903,0.4087851141192731,-9.139111906609077
-0.002577736451612904,0.4087851141192731,-9.097937615991752
-0.002577106451612903,0.4087851141192731,-9.060506442703256
-0.002576476451612904,0.4087851141192731,-9.01933215208593
-0.002575846451612903,0.4087851141192731,-8.974414744139715
-0.002575216451612903,0.4050579837701024,-8.93324045352237
-0.002574586451612904,0.4050579837701024,-8.899552397562738
-0.002573956451612903,0.4050579837701024,-8.854634989616526
-0.002573326451612903,0.4087851141192731,-8.817203816328016
-0.002572696451612904,0.4087851141192731,-8.787258877697234
-0.002572066451612903,0.4162393748176145,-8.850891872287677
-0.002571436451612903,0.4125122444684438,-8.98564409612632
-0.002570806451612903,0.4125122444684438,-9.1091669679783
-0.002570176451612903,0.4125122444684438,-9.213974253186089
-0.002569546451612904,0.4087851141192748,-9.307552186407287
-0.002568916451612903,0.4125122444684438,-9.389900767642022
-0.002568286451612903,0.4087851141192731,-9.453533762232491
-0.002567656451612904,0.4087851141192731,-9.50968052216521
-0.002567026451612903,0.4125122444684438,-9.547111695453706
-0.002566396451612903,0.4087851141192731,-9.580799751413355
-0.002565766451612903,0.4087851141192731,-9.584542868742203
-0.002565136451612903,0.4125122444684438,-9.595772220728751
-0.002564506451612904,0.4087851141192748,-9.577056634084512
-0.002563876451612903,0.4087851141192731,-9.558341047440255
-0.002563246451612903,0.4050579837701024,-9.524652991480584
-0.002562616451612904,0.4050579837701024,-9.468506231547865
-0.002561986451612903,0.4050579837701024,-9.419845706272818
-0.002561356451612903,0.4050579837701007,-9.38615765031315
-0.002560726451612903,0.4013308534209317,-9.333754007709278
-0.002560096451612903,0.4013308534209317,-9.300065951749632
-0.002559466451612904,0.4087851141192697,-9.255148543803458
-0.002558836451612903,0.4087851141192731,-9.180286197226444
-0.002558206451612903,0.4013308534209317,-9.139111906609097
-0.002557576451612904,0.4013308534209317,-9.090451381334052
-0.002556946451612903,0.4013308534209317,-9.049277090716707
-0.002556316451612903,0.4050579837701007,-9.008102800099341
-0.002555686451612903,0.4013308534209317,-8.966928509482015
-0.002555056451612903,0.4050579837701024,-8.929497336193519
-0.002554426451612904,0.4050579837701024,-8.895809280233889
-0.002553796451612903,0.4050579837701024,-8.858378106945377
-0.002553166451612903,0.4050579837701024,-8.820946933656881
-0.002552536451612904,0.4013308534209317,-8.794745112354933
-0.002551906451612903,0.397603723071761,-8.92575421886467
-0.002551276451612903,0.4050579837701041,-9.049277090716764
-0.002550646451612903,0.4087851141192731,-9.172799962568744
-0.002550016451612903,0.4013308534209317,-9.270121013118834
-0.002549386451612904,0.4050579837701007,-9.356212711682337
-0.002548756451612903,0.4050579837701024,-9.431075058259369
-0.002548126451612903,0.4013308534209317,-9.490964935520962
-0.002547496451612904,0.3976037230717627,-9.539625460795985
-0.002546866451612903,0.397603723071761,-9.577056634084503
-0.002546236451612903,0.40133085342093,-9.595772220728755
-0.002545606451612903,0.397603723071761,-9.603258455386451
-0.002544976451612903,0.4050579837701024,-9.603258455386451
-0.002544346451612904,0.4050579837701024,-9.592029103399907
-0.002543716451612903,0.4013308534209317,-9.562084164769105
-0.002543086451612903,0.4050579837701024,-9.51716675682291
-0.002542456451612904,0.4013308534209334,-9.449790644903647
-0.002541826451612903,0.397603723071761,-9.419845706272818
-0.002541196451612903,0.3976037230717627,-9.374928298326605
-0.002540566451612904,0.4013308534209317,-9.330010890380429
-0.002539936451612903,0.397603723071761,-9.296322834420781
-0.002539306451612904,0.393876592722592,-9.228946722501519
-0.002538676451612903,0.397603723071761,-9.172799962568744
-0.002538046451612903,0.397603723071761,-9.124139437293699
-0.002537416451612904,0.397603723071761,-9.086708264005221
-0.002536786451612903,0.397603723071761,-9.049277090716707
-0.002536156451612903,0.393876592722592,-9.004359682770493
-0.002535526451612904,0.397603723071761,-8.966928509482015
-0.002534896451612903,0.3938765927225903,-8.929497336193519
-0.002534266451612903,0.3901494623734214,-8.895809280233852
-0.002533636451612903,0.3938765927225903,-8.847148754958827
-0.002533006451612903,0.397603723071761,-8.813460698999181
-0.002532376451612904,0.40133085342093,-8.847148754958811
-0.002531746451612903,0.4013308534209317,-8.989387213455112
-0.002531116451612903,0.397603723071761,-9.116653202636053
-0.002530486451612904,0.397603723071761,-9.232689839830337
-0.002529856451612903,0.3901494623734196,-9.322524655722729
-0.002529226451612903,0.3938765927225903,-9.408616354286298
-0.002528596451612903,0.3938765927225903,-9.472249348876714
-0.002527966451612903,0.3938765927225903,-9.528396108809458
-0.002527336451612904,0.3938765927225903,-9.569570399426784
-0.002526706451612903,0.3901494623734196,-9.603258455386451
-0.002526076451612903,0.3938765927225903,-9.61823092470185
